"pokedex_number";"name";"type1";"type2";"generation";"percentage_male";"capture_rate";"is_legendary";"is_mythic";"is_ultra_beast";"height_m";"weight_kg";"base_total";"hp";"attack";"sp_attack";"defense";"sp_defense";"speed";"abilities";"against_bug";"against_dark";"against_dragon";"against_electric";"against_fairy";"against_fight";"against_fire";"against_flying";"against_ghost";"against_grass";"against_ground";"against_ice";"against_normal";"against_poison";"against_psychic";"against_rock";"against_steel";"against_water"
373;"Salamence";"dragon";"flying";3;50.0;45;0;0;0;1.5;102.6;700;95;145;120;130;90;120;"['Intimidate', 'Moxie']";0.5;1.0;2.0;1.0;2.0;0.5;0.5;1.0;1.0;0.25;0.0;4.0;1.0;1.0;1.0;2.0;1.0;0.5
374;"Beldum";"steel";"psychic";3;0.0;3;0;0;0;0.6;95.2;300;40;55;35;80;60;30;"['Clear Body', 'Light Metal']";1.0;2.0;0.5;1.0;0.5;1.0;2.0;0.5;2.0;0.5;2.0;0.5;0.5;0.0;0.25;0.5;0.5;1.0
375;"Metang";"steel";"psychic";3;0.0;3;0;0;0;1.2;202.5;420;60;75;55;100;80;50;"['Clear Body', 'Light Metal']";1.0;2.0;0.5;1.0;0.5;1.0;2.0;0.5;2.0;0.5;2.0;0.5;0.5;0.0;0.25;0.5;0.5;1.0
376;"Metagross";"steel";"psychic";3;0.0;3;0;0;0;1.6;550.0;700;80;145;105;150;110;110;"['Clear Body', 'Light Metal']";1.0;2.0;0.5;1.0;0.5;1.0;2.0;0.5;2.0;0.5;2.0;0.5;0.5;0.0;0.25;0.5;0.5;1.0
377;"Regirock";"rock";"";3;0.0;3;1;0;0;1.7;230.0;580;80;100;50;200;100;50;"['Clear Body', 'Sturdy']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
378;"Regice";"ice";"";3;0.0;3;1;0;0;1.8;175.0;580;80;50;100;100;200;50;"['Clear Body', 'Ice Body']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
379;"Registeel";"steel";"";3;0.0;3;1;0;0;1.9;205.0;580;80;75;75;150;150;50;"['Clear Body', 'Light Metal']";0.5;1.0;0.5;1.0;0.5;2.0;2.0;0.5;1.0;0.5;2.0;0.5;0.5;0.0;0.5;0.5;0.5;1.0
380;"Latias";"dragon";"psychic";3;0.0;3;1;0;0;1.4;40.0;700;80;100;140;120;150;110;"['Levitate']";2.0;2.0;2.0;0.5;2.0;0.5;0.5;1.0;2.0;0.5;1.0;2.0;1.0;1.0;0.5;1.0;1.0;0.5
381;"Latios";"dragon";"psychic";3;100.0;3;1;0;0;2.0;60.0;700;80;130;160;100;120;110;"['Levitate']";2.0;2.0;2.0;0.5;2.0;0.5;0.5;1.0;2.0;0.5;1.0;2.0;1.0;1.0;0.5;1.0;1.0;0.5
382;"Kyogre";"water";"";3;0.0;3;1;0;0;4.5;352.0;770;100;150;180;90;160;90;"['Drizzle']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
383;"Groudon";"ground";"";3;0.0;3;1;0;0;3.5;950.0;770;100;180;150;160;90;90;"['Drought']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
384;"Rayquaza";"dragon";"flying";3;0.0;45;1;0;0;7.0;206.5;780;105;180;180;100;100;115;"['Air Lock']";0.5;1.0;2.0;1.0;2.0;0.5;0.5;1.0;1.0;0.25;0.0;4.0;1.0;1.0;1.0;2.0;1.0;0.5
385;"Jirachi";"steel";"psychic";3;0.0;3;0;1;0;0.3;1.1;600;100;100;100;100;100;100;"['Serene Grace']";1.0;2.0;0.5;1.0;0.5;1.0;2.0;0.5;2.0;0.5;2.0;0.5;0.5;0.0;0.25;0.5;0.5;1.0
386;"Deoxys";"psychic";"";3;0.0;3;0;1;0;1.7;60.8;600;50;95;95;90;90;180;"['Pressure']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
387;"Turtwig";"grass";"";4;88.1;45;0;0;0;0.4;10.2;318;55;68;45;64;55;31;"['Overgrow', 'Shell Armor']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
388;"Grotle";"grass";"";4;88.1;45;0;0;0;1.1;97.0;405;75;89;55;85;65;36;"['Overgrow', 'Shell Armor']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
389;"Torterra";"grass";"ground";4;88.1;45;0;0;0;2.2;310.0;525;95;109;75;105;85;56;"['Overgrow', 'Shell Armor']";2.0;1.0;1.0;0.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;4.0;1.0;1.0;1.0;0.5;1.0;1.0
390;"Chimchar";"fire";"";4;88.1;45;0;0;0;0.5;6.2;309;44;58;58;44;44;61;"['Blaze', 'Iron Fist']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
391;"Monferno";"fire";"fighting";4;88.1;45;0;0;0;0.9;22.0;405;64;78;78;52;52;81;"['Blaze', 'Iron Fist']";0.25;0.5;1.0;1.0;1.0;1.0;0.5;2.0;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;0.5;2.0
392;"Infernape";"fire";"fighting";4;88.1;45;0;0;0;1.2;55.0;534;76;104;104;71;71;108;"['Blaze', 'Iron Fist']";0.25;0.5;1.0;1.0;1.0;1.0;0.5;2.0;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;0.5;2.0
393;"Piplup";"water";"";4;88.1;45;0;0;0;0.4;5.2;314;53;51;61;53;56;40;"['Torrent', 'Defiant']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
394;"Prinplup";"water";"";4;88.1;45;0;0;0;0.8;23.0;405;64;66;81;68;76;50;"['Torrent', 'Defiant']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
395;"Empoleon";"water";"steel";4;88.1;45;0;0;0;1.7;84.5;530;84;86;111;88;101;60;"['Torrent', 'Defiant']";0.5;1.0;0.5;2.0;0.5;2.0;1.0;0.5;1.0;1.0;2.0;0.25;0.5;0.0;0.5;0.5;0.25;0.5
396;"Starly";"normal";"flying";4;50.0;255;0;0;0;0.3;2.0;245;40;55;30;30;30;60;"['Keen Eye', 'Reckless']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
397;"Staravia";"normal";"flying";4;50.0;120;0;0;0;0.6;15.5;340;55;75;40;50;40;80;"['Intimidate', 'Reckless']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
398;"Staraptor";"normal";"flying";4;50.0;45;0;0;0;1.2;24.9;485;85;120;50;70;60;100;"['Intimidate', 'Reckless']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
399;"Bidoof";"normal";"";4;50.0;255;0;0;0;0.5;20.0;250;59;45;35;40;40;31;"['Simple', 'Unaware', 'Moody']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
400;"Bibarel";"normal";"water";4;50.0;127;0;0;0;1.0;31.5;410;79;85;55;60;60;71;"['Simple', 'Unaware', 'Moody']";1.0;1.0;1.0;2.0;1.0;2.0;0.5;1.0;0.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
401;"Kricketot";"bug";"";4;50.0;255;0;0;0;0.3;2.2;194;37;25;25;41;41;25;"['Shed Skin', 'Run Away']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
402;"Kricketune";"bug";"";4;50.0;45;0;0;0;1.0;25.5;384;77;85;55;51;51;65;"['Swarm', 'Technician']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
403;"Shinx";"electric";"";4;50.0;235;0;0;0;0.5;9.5;263;45;65;40;34;34;45;"['Rivalry', 'Intimidate', 'Guts']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
404;"Luxio";"electric";"";4;50.0;120;0;0;0;0.9;30.5;363;60;85;60;49;49;60;"['Rivalry', 'Intimidate', 'Guts']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
405;"Luxray";"electric";"";4;50.0;45;0;0;0;1.4;42.0;523;80;120;95;79;79;70;"['Rivalry', 'Intimidate', 'Guts']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
406;"Budew";"grass";"poison";4;50.0;255;0;0;0;0.2;1.2;280;40;30;50;35;70;55;"['Natural Cure', 'Poison Point', 'Leaf Guard']";1.0;1.0;1.0;0.5;0.5;0.5;2.0;2.0;1.0;0.25;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5
407;"Roserade";"grass";"poison";4;50.0;75;0;0;0;0.9;14.5;515;60;70;125;65;105;90;"['Natural Cure', 'Poison Point', 'Technician']";1.0;1.0;1.0;0.5;0.5;0.5;2.0;2.0;1.0;0.25;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5
408;"Cranidos";"rock";"";4;88.1;45;0;0;0;0.9;31.5;350;67;125;30;40;30;58;"['Mold Breaker', 'Sheer Force']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
409;"Rampardos";"rock";"";4;88.1;45;0;0;0;1.6;102.5;495;97;165;65;60;50;58;"['Mold Breaker', 'Sheer Force']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
410;"Shieldon";"rock";"steel";4;88.1;45;0;0;0;0.5;57.0;350;30;42;42;118;88;30;"['Sturdy', 'Soundproof']";0.5;1.0;0.5;1.0;0.5;4.0;1.0;0.25;1.0;1.0;4.0;0.5;0.25;0.0;0.5;0.5;1.0;2.0
411;"Bastiodon";"rock";"steel";4;88.1;45;0;0;0;1.3;149.5;495;60;52;47;168;138;30;"['Sturdy', 'Soundproof']";0.5;1.0;0.5;1.0;0.5;4.0;1.0;0.25;1.0;1.0;4.0;0.5;0.25;0.0;0.5;0.5;1.0;2.0
412;"Burmy";"bug";"";4;50.0;120;0;0;0;0.2;3.4;224;40;29;29;45;45;36;"['Shed Skin', 'Overcoat']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
413;"Wormadam";"bug";"grass";4;0.0;45;0;0;0;0.5;6.5;424;60;69;69;95;95;36;"['Anticipation', 'Overcoat']";2.0;1.0;1.0;0.5;1.0;0.5;4.0;4.0;1.0;0.25;0.25;2.0;1.0;2.0;1.0;2.0;1.0;0.5
414;"Mothim";"bug";"flying";4;100.0;45;0;0;0;0.9;23.3;424;70;94;94;50;50;66;"['Swarm', 'Tinted Lens']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
415;"Combee";"bug";"flying";4;88.1;120;0;0;0;0.3;5.5;244;30;30;30;42;42;70;"['Honey Gather', 'Hustle']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
416;"Vespiquen";"bug";"flying";4;0.0;45;0;0;0;1.2;38.5;474;70;80;80;102;102;40;"['Pressure', 'Unnerve']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
417;"Pachirisu";"electric";"";4;50.0;200;0;0;0;0.4;3.9;405;60;45;45;70;90;95;"['Run Away', 'Pickup', 'Volt Absorb']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
418;"Buizel";"water";"";4;50.0;190;0;0;0;0.7;29.5;330;55;65;60;35;30;85;"['Swift Swim', 'Water Veil']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
419;"Floatzel";"water";"";4;50.0;75;0;0;0;1.1;33.5;495;85;105;85;55;50;115;"['Swift Swim', 'Water Veil']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
420;"Cherubi";"grass";"";4;50.0;190;0;0;0;0.4;3.3;275;45;35;62;45;53;35;"['Chlorophyll']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
421;"Cherrim";"grass";"";4;50.0;75;0;0;0;0.5;9.3;450;70;60;87;70;78;85;"['Flower Gift']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
422;"Shellos";"water";"";4;50.0;190;0;0;0;0.3;6.3;325;76;48;57;48;62;34;"['Sticky Hold', 'Storm Drain', 'Sand Force']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
423;"Gastrodon";"water";"ground";4;50.0;75;0;0;0;0.9;29.9;475;111;83;92;68;82;39;"['Sticky Hold', 'Storm Drain', 'Sand Force']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
424;"Ambipom";"normal";"";4;50.0;45;0;0;0;1.2;20.3;482;75;100;60;66;66;115;"['Technician', 'Pickup', 'Skill Link']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
425;"Drifloon";"ghost";"flying";4;50.0;125;0;0;0;0.4;1.2;348;90;50;60;34;44;70;"['Aftermath', 'Unburden', 'Flare Boost']";0.25;2.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0;0.5;0.0;2.0;0.0;0.5;1.0;2.0;1.0;1.0
426;"Drifblim";"ghost";"flying";4;50.0;60;0;0;0;1.2;15.0;498;150;80;90;44;54;80;"['Aftermath', 'Unburden', 'Flare Boost']";0.25;2.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0;0.5;0.0;2.0;0.0;0.5;1.0;2.0;1.0;1.0
427;"Buneary";"normal";"";4;50.0;190;0;0;0;0.4;5.5;350;55;66;44;44;56;85;"['Run Away', 'Klutz', 'Limber']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
428;"Lopunny";"normal";"";4;50.0;60;0;0;0;1.2;33.3;580;65;136;54;94;96;135;"['Cute Charm', 'Klutz', 'Limber']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
429;"Mismagius";"ghost";"";4;50.0;45;0;0;0;0.9;4.4;495;60;60;105;60;105;105;"['Levitate']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
430;"Honchkrow";"dark";"flying";4;50.0;30;0;0;0;0.9;27.3;505;100;125;105;52;52;71;"['Insomnia', 'Super Luck', 'Moxie']";1.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;0.5;0.5;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0
431;"Glameow";"normal";"";4;24.6;190;0;0;0;0.5;3.9;310;49;55;42;42;37;85;"['Limber', 'Own Tempo', 'Keen Eye']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
432;"Purugly";"normal";"";4;24.6;75;0;0;0;1.0;43.8;452;71;82;64;64;59;112;"['Thick Fat', 'Own Tempo', 'Defiant']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
433;"Chingling";"psychic";"";4;50.0;120;0;0;0;0.2;0.6;285;45;30;65;50;50;45;"['Levitate']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
434;"Stunky";"poison";"dark";4;50.0;225;0;0;0;0.4;19.2;329;63;63;41;47;41;74;"['Stench', 'Aftermath', 'Keen Eye']";1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;2.0;1.0;1.0;0.5;0.0;1.0;1.0;1.0
435;"Skuntank";"poison";"dark";4;50.0;60;0;0;0;1.0;38.0;479;103;93;71;67;61;84;"['Stench', 'Aftermath', 'Keen Eye']";1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;2.0;1.0;1.0;0.5;0.0;1.0;1.0;1.0
436;"Bronzor";"steel";"psychic";4;0.0;255;0;0;0;0.5;60.5;300;57;24;24;86;86;23;"['Levitate', 'Heatproof', 'Heavy Metal']";1.0;2.0;0.5;1.0;0.5;1.0;2.0;0.5;2.0;0.5;2.0;0.5;0.5;0.0;0.25;0.5;0.5;1.0
437;"Bronzong";"steel";"psychic";4;0.0;90;0;0;0;1.3;187.0;500;67;89;79;116;116;33;"['Levitate', 'Heatproof', 'Heavy Metal']";1.0;2.0;0.5;1.0;0.5;1.0;2.0;0.5;2.0;0.5;2.0;0.5;0.5;0.0;0.25;0.5;0.5;1.0
438;"Bonsly";"rock";"";4;50.0;255;0;0;0;0.5;15.0;290;50;80;10;95;45;10;"['Sturdy', 'Rock Head', 'Rattled']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
439;"Mime Jr.";"psychic";"fairy";4;50.0;145;0;0;0;0.6;13.0;310;20;25;70;45;90;60;"['Soundproof', 'Filter', 'Technician']";1.0;1.0;0.0;1.0;1.0;0.25;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;1.0
440;"Happiny";"normal";"";4;0.0;130;0;0;0;0.6;24.4;220;100;5;15;5;65;30;"['Natural Cure', 'Serene Grace', 'Friend Guard']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
441;"Chatot";"normal";"flying";4;50.0;30;0;0;0;0.5;1.9;411;76;65;92;45;42;91;"['Keen Eye', 'Tangled Feet', 'Big Pecks']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
442;"Spiritomb";"ghost";"dark";4;50.0;100;0;0;0;1.0;108.0;485;50;92;92;108;108;35;"['Pressure', 'Infiltrator']";1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;1.0;1.0;1.0
443;"Gible";"dragon";"ground";4;50.0;45;0;0;0;0.7;20.5;300;58;70;40;45;45;42;"['Sand Veil', 'Rough Skin']";1.0;1.0;2.0;0.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;0.5;1.0;1.0
444;"Gabite";"dragon";"ground";4;50.0;45;0;0;0;1.4;56.0;410;68;90;50;65;55;82;"['Sand Veil', 'Rough Skin']";1.0;1.0;2.0;0.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;0.5;1.0;1.0
445;"Garchomp";"dragon";"ground";4;50.0;45;0;0;0;1.9;95.0;700;108;170;120;115;95;92;"['Sand Veil', 'Rough Skin']";1.0;1.0;2.0;0.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;4.0;1.0;0.5;1.0;0.5;1.0;1.0
446;"Munchlax";"normal";"";4;88.1;50;0;0;0;0.6;105.0;390;135;85;40;40;85;5;"['Pickup', 'Thick Fat', 'Gluttony']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
447;"Riolu";"fighting";"";4;88.1;75;0;0;0;0.7;20.2;285;40;70;35;40;40;60;"['Steadfast', 'Inner Focus', 'Prankster']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
448;"Lucario";"fighting";"steel";4;88.1;45;0;0;0;1.2;54.0;625;70;145;140;88;70;112;"['Steadfast', 'Inner Focus', 'Justified']";0.25;0.5;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;2.0;0.5;0.5;0.0;1.0;0.25;0.5;1.0
449;"Hippopotas";"ground";"";4;50.0;140;0;0;0;0.8;49.5;330;68;72;38;78;42;32;"['Sand Stream', 'Sand Force']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
450;"Hippowdon";"ground";"";4;50.0;60;0;0;0;2.0;300.0;525;108;112;68;118;72;47;"['Sand Stream', 'Sand Force']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
451;"Skorupi";"poison";"bug";4;50.0;120;0;0;0;0.8;12.0;330;40;50;30;90;55;65;"['Battle Armor', 'Sniper', 'Keen Eye']";0.5;1.0;1.0;1.0;0.5;0.25;2.0;2.0;1.0;0.25;1.0;1.0;1.0;0.5;2.0;2.0;1.0;1.0
452;"Drapion";"poison";"dark";4;50.0;45;0;0;0;1.3;61.5;500;70;90;60;110;75;95;"['Battle Armor', 'Sniper', 'Keen Eye']";1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;2.0;1.0;1.0;0.5;0.0;1.0;1.0;1.0
453;"Croagunk";"poison";"fighting";4;50.0;140;0;0;0;0.7;23.0;300;48;61;61;40;40;50;"['Anticipation', 'Dry Skin', 'Poison Touch']";0.25;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;0.5;2.0;1.0;1.0;0.5;4.0;0.5;1.0;1.0
454;"Toxicroak";"poison";"fighting";4;50.0;75;0;0;0;1.3;44.4;490;83;106;86;65;65;85;"['Anticipation', 'Dry Skin', 'Poison Touch']";0.25;0.5;1.0;1.0;1.0;0.5;1.0;2.0;1.0;0.5;2.0;1.0;1.0;0.5;4.0;0.5;1.0;1.0
455;"Carnivine";"grass";"";4;50.0;200;0;0;0;1.4;27.0;454;74;100;90;72;72;46;"['Levitate']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
456;"Finneon";"water";"";4;50.0;190;0;0;0;0.4;7.0;330;49;49;49;56;61;66;"['Swift Swim', 'Storm Drain', 'Water Veil']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
457;"Lumineon";"water";"";4;50.0;75;0;0;0;1.2;24.0;460;69;69;69;76;86;91;"['Swift Swim', 'Storm Drain', 'Water Veil']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
458;"Mantyke";"water";"flying";4;50.0;25;0;0;0;1.0;65.0;345;45;20;60;50;120;50;"['Swift Swim', 'Water Absorb', 'Water Veil']";0.5;1.0;1.0;4.0;1.0;0.5;0.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5
459;"Snover";"grass";"ice";4;50.0;120;0;0;0;1.0;50.5;334;60;62;62;50;60;40;"['Snow Warning', 'Soundproof']";2.0;1.0;1.0;0.5;1.0;2.0;4.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;2.0;2.0;0.5
460;"Abomasnow";"grass";"ice";4;50.0;60;0;0;0;2.2;135.5;594;90;132;132;105;105;30;"['Snow Warning', 'Soundproof']";2.0;1.0;1.0;0.5;1.0;2.0;4.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;1.0;2.0;2.0;0.5
461;"Weavile";"dark";"ice";4;50.0;45;0;0;0;1.1;34.0;510;70;120;45;65;85;125;"['Pressure', 'Pickpocket']";2.0;0.5;1.0;1.0;2.0;4.0;2.0;1.0;0.5;1.0;1.0;0.5;1.0;1.0;0.0;2.0;2.0;1.0
462;"Magnezone";"electric";"steel";4;0.0;30;0;0;0;1.2;180.0;535;70;70;130;115;90;60;"['Magnet Pull', 'Sturdy', 'Analytic']";0.5;1.0;0.5;0.5;0.5;2.0;2.0;0.25;1.0;0.5;4.0;0.5;0.5;0.0;0.5;0.5;0.25;1.0
463;"Lickilicky";"normal";"";4;50.0;30;0;0;0;1.7;140.0;515;110;85;80;95;95;50;"['Own Tempo', 'Oblivious', 'Cloud Nine']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
464;"Rhyperior";"ground";"rock";4;50.0;30;0;0;0;2.4;282.8;535;115;140;55;130;55;40;"['Lightningrod', 'Solid Rock', 'Reckless']";1.0;1.0;1.0;0.0;1.0;2.0;0.5;0.5;1.0;4.0;2.0;2.0;0.5;0.25;1.0;0.5;2.0;4.0
465;"Tangrowth";"grass";"";4;50.0;30;0;0;0;2.0;128.6;535;100;100;110;125;50;50;"['Chlorophyll', 'Leaf Guard', 'Regenerator']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
466;"Electivire";"electric";"";4;75.4;30;0;0;0;1.8;138.6;540;75;123;95;67;85;95;"['Motor Drive', 'Vital Spirit']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
467;"Magmortar";"fire";"";4;75.4;30;0;0;0;1.6;68.0;540;75;95;125;67;95;83;"['Flame Body', 'Vital Spirit']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
468;"Togekiss";"fairy";"flying";4;88.1;30;0;0;0;1.5;38.0;545;85;50;120;95;115;80;"['Hustle', 'Serene Grace', 'Super Luck']";0.25;0.5;0.0;2.0;1.0;0.25;1.0;1.0;1.0;0.5;0.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0
